,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2010-10-11,73.11,73.11,72.61,72.93,2454600.0,0.8447,1.0419,0.1972,66.161,-7.5419,26.3001,2.02
2010-10-08,72.99,73.2,72.3,72.91,3505200.0,0.7954,1.0152,0.2198,66.0673,-8.1006,25.9231,1.41
2010-10-07,72.82,73.05,72.41,72.78,3015900.0,0.7404,0.9683,0.2279,65.4905,-7.1053,25.5172,2.98
2010-10-06,72.38,72.95,72.38,72.87,3951800.0,0.6835,0.9076,0.2242,66.214,-1.8223,25.2019,2.29
2010-10-05,71.31,72.824,71.24,72.51,5541200.0,0.6274,0.8078,0.1804,64.7682,-8.7045,24.9406,1.91
2010-10-04,71.94,72.03,70.23,70.53,4427400.0,0.5823,0.7053,0.123,54.9151,-48.7854,24.7536,0.16
2010-10-01,71.68,72.03,70.98,71.13,4997200.0,0.5516,0.7659,0.2143,59.6057,-36.6397,25.1775,1.6
2010-09-30,71.82,72.94,71.0,71.23,5015300.0,0.498,0.7709,0.2728,60.4042,-34.6154,24.6356,2.7
2010-09-29,71.3,71.78,71.17,71.49,2931300.0,0.4298,0.7559,0.3261,62.4231,-8.1579,24.0245,3.22
2010-09-28,71.15,71.8,70.04,71.6,3494300.0,0.3483,0.6993,0.351,63.2536,-5.2632,24.2499,2.88
2010-09-27,71.34,71.46,70.8499,70.91,3726700.0,0.2606,0.6057,0.3451,60.1666,-20.9239,24.4926,2.12
2010-09-24,70.44,71.68,70.44,71.5,2991100.0,0.1743,0.5476,0.3734,64.4667,-4.4888,23.6896,2.61
2010-09-23,69.96,70.57,69.62,69.8,3413000.0,0.0809,0.4055,0.3246,56.0654,-37.9679,22.8248,1.18
2010-09-22,70.43,71.21,70.43,70.58,3057400.0,-0.0002,0.3913,0.3915,62.3457,-14.8492,22.6749,2.11
2010-09-21,70.53,71.22,70.28,70.6,4469600.0,-0.0981,0.2881,0.3862,62.5124,-11.1913,21.378,2.62
2010-09-20,69.7,70.62,69.25,70.37,2958000.0,-0.1946,0.1501,0.3447,61.4104,-4.2017,19.9814,2.11
2010-09-17,68.94,69.63,68.56,69.53,5201300.0,-0.2808,-0.0048,0.276,57.1374,-5.2632,18.8574,2.09
2010-09-16,68.16,68.68,68.0,68.53,2803300.0,-0.3498,-0.1169,0.2329,51.1591,-24.7563,18.3673,1.16
2010-09-15,68.7,68.7,68.05,68.27,3692700.0,-0.408,-0.1565,0.2515,49.4571,-29.8246,18.6805,3.06
2010-09-14,68.72,69.31,68.36,68.72,3467100.0,-0.4709,-0.1782,0.2926,52.3912,-20.6501,18.9545,3.33
2010-09-13,69.33,69.8,68.28,68.79,4476800.0,-0.5441,-0.2492,0.2948,52.8441,-19.3117,18.8667,2.22
2010-09-10,68.9,69.15,68.4801,68.89,3026400.0,-0.6178,-0.3434,0.2744,53.457,-11.4754,18.7722,3.84
2010-09-09,69.35,69.45,68.25,68.62,2686800.0,-0.6864,-0.4687,0.2177,52.063,-17.0082,19.1915,3.36
2010-09-08,68.06,68.94,68.03,68.47,3072900.0,-0.7408,-0.5943,0.1465,51.3107,-29.982,19.6431,2.81
2010-09-07,68.01,68.41,67.67,67.98,3759300.0,-0.7774,-0.7307,0.0466,48.8771,-43.4494,20.5351,0.76
2010-09-03,68.03,68.56,67.48,68.26,4316000.0,-0.7891,-0.8444,-0.0553,50.2087,-45.4142,21.9368,0.14
2010-09-02,67.11,67.44,66.91,67.44,3837300.0,-0.7752,-1.0056,-0.2304,46.2246,-57.5444,23.4464,-1.07
2010-09-01,66.03,67.58,65.68,67.37,5231000.0,-0.7176,-1.1133,-0.3957,45.8813,-58.5799,24.4643,-2.56
2010-08-31,65.12,65.73,64.67,65.21,5199400.0,-0.6187,-1.2275,-0.6088,33.7675,-90.5325,25.5605,-5.3
2010-08-30,66.47,66.47,65.39,65.39,3371100.0,-0.4665,-1.1354,-0.6689,34.3627,-89.433,24.8468,-4.96
2010-08-27,65.99,66.68,64.99,66.57,5074600.0,-0.2993,-1.0197,-0.7205,38.4928,-78.355,24.5185,-4.13
2010-08-26,65.51,65.83,64.95,65.05,5594600.0,-0.1191,-0.9773,-0.8582,28.1656,-94.8052,24.1649,-5.53
2010-08-25,65.14,65.75,64.57,65.26,6606900.0,0.0954,-0.7543,-0.8497,28.7856,-92.5325,22.8089,-6.01
2010-08-24,66.33,66.57,65.39,65.66,5286500.0,0.3078,-0.4799,-0.7878,29.9519,-96.7933,21.2542,-7.73
2010-08-23,68.54,68.97,67.21,67.22,3955000.0,0.5048,-0.1636,-0.6683,35.102,-99.8485,19.9734,-6.13
2010-08-20,67.55,68.7,67.41,68.12,3822400.0,0.6719,0.0838,-0.5881,38.6635,-88.9062,19.6786,-4.61
2010-08-19,69.62,70.14,68.02,68.51,6073300.0,0.8189,0.3066,-0.5122,40.3092,-91.5371,19.0536,-4.69
2010-08-18,70.34,70.6,69.29,69.93,4944600.0,0.9469,0.5469,-0.4,47.085,-85.8407,18.784,-2.74
2010-08-17,70.85,71.33,69.91,70.51,6485300.0,1.0469,0.7011,-0.3459,50.2913,-76.5661,19.4671,-1.52
2010-08-16,70.2,70.78,69.5,70.35,2594900.0,1.1334,0.8285,-0.3049,49.4088,-80.2784,20.7572,-2.26
2010-08-13,70.27,70.98,70.13,70.7,2472800.0,1.2096,0.9955,-0.2141,51.2572,-77.3632,21.5892,-0.4
2010-08-12,70.35,70.94,70.29,70.58,2862000.0,1.2631,1.1585,-0.1047,50.6696,-80.3483,23.0473,-0.57
2010-08-11,72.16,72.33,70.77,71.27,4838900.0,1.2893,1.3619,0.0726,54.1549,-54.6237,24.7636,0.16
2010-08-10,72.82,73.81,71.9302,73.39,4093900.0,1.2712,1.5314,0.2603,67.3771,-7.2414,26.2863,2.3
