,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2018-05-29,154.26,155.7193,152.64,153.62,3795760.0,1.692,1.8742,0.1822,51.5806,-71.8919,12.7198,-1.66
2018-05-25,156.92,157.57,155.23,155.85,2359721.0,1.6465,2.1503,0.5038,56.767,-44.1289,12.9878,0.99
2018-05-24,157.21,158.3958,156.03,157.7,2890978.0,1.5205,2.2443,0.7238,61.5332,-28.6765,13.9584,3.73
2018-05-23,154.65,158.0,153.7211,157.74,4009966.0,1.3396,2.1434,0.8038,61.6371,-18.7835,14.7621,5.13
2018-05-22,159.03,159.3548,156.14,156.2,3512425.0,1.1386,1.9793,0.8406,59.1725,-23.0277,15.7358,6.27
2018-05-21,159.26,161.6,158.7,158.92,5849693.0,0.9285,1.8978,0.9694,66.1414,-11.4286,16.0755,9.1
2018-05-18,154.15,156.84,154.01,155.71,3889339.0,0.6861,1.4893,0.8032,61.124,-6.046,15.6075,9.34
2018-05-17,153.7,155.25,152.76,153.69,2885836.0,0.4853,1.2731,0.7878,57.4386,-16.4067,16.3135,9.91
2018-05-16,152.55,153.87,152.35,153.8,2693400.0,0.2884,1.1843,0.8959,57.7152,-15.815,17.555,9.94
2018-05-15,153.82,154.4,151.71,152.59,4127177.0,0.0644,1.0425,0.9781,55.5272,-22.3238,18.4814,8.17
2018-05-14,155.61,156.4,154.39,155.28,3563923.0,-0.1801,0.9696,1.1497,62.168,-7.8537,19.479,10.92
2018-05-11,154.25,156.74,153.77,154.86,3507901.0,-0.4676,0.5885,1.056,61.5004,-27.1895,20.6351,10.14
2018-05-10,153.2,155.44,152.81,153.97,3910954.0,-0.7316,0.1363,0.8678,60.1157,-31.0675,21.8802,7.66
2018-05-09,150.75,153.35,150.5,152.61,4668230.0,-0.9485,-0.3523,0.5962,57.9706,-36.9935,23.56,7.42
2018-05-08,150.65,151.07,148.57,149.93,3853585.0,-1.0976,-0.8323,0.2653,53.3829,-48.671,24.8069,5.49
2018-05-07,148.18,151.46,148.0,149.82,6844614.0,-1.1639,-1.1599,0.004,53.1882,-49.1503,25.4809,-4.17
2018-05-04,142.24,147.19,141.05,146.37,4678414.0,-1.1649,-1.55,-0.3851,46.7039,-64.183,26.2068,-6.88
2018-05-03,141.69,145.15,138.15,143.78,7703228.0,-1.0686,-1.6741,-0.6055,41.0075,-75.4684,25.6454,-11.92
2018-05-02,143.99,146.65,143.48,143.86,4637644.0,-0.9172,-1.5445,-0.6273,41.1336,-82.8846,24.3064,-12.09
2018-05-01,143.08,144.43,140.3,144.42,5004386.0,-0.7604,-1.3647,-0.6043,41.9725,-80.1923,23.7841,-8.89
2018-04-30,145.21,146.2,143.6,144.36,4764799.0,-0.6093,-1.1723,-0.563,41.8545,-88.3844,22.3304,-7.78
2018-04-27,145.67,146.6,144.16,144.72,3860561.0,-0.4686,-0.9037,-0.4351,42.3341,-86.4836,21.3774,-5.51
2018-04-26,145.32,147.4,144.01,146.31,6558944.0,-0.3598,-0.5843,-0.2245,44.4215,-78.0887,20.4635,-3.83
2018-04-25,143.83,147.6,142.16,145.19,9962250.0,-0.3037,-0.3301,-0.0264,42.5692,-78.4517,19.4793,-1.6
2018-04-24,159.75,161.1,143.36,144.44,24122297.0,-0.2971,0.1133,0.4103,41.3539,-82.1499,18.4194,-3.65
2018-04-23,154.65,155.74,152.18,153.99,5350328.0,-0.3997,0.7538,1.1535,55.1537,-16.4132,17.483,10.91
2018-04-20,155.25,156.14,152.37,153.25,4057801.0,-0.6881,0.5881,1.2762,54.0504,-20.2937,18.4749,10.26
2018-04-19,155.39,156.325,153.96,155.7,4013234.0,-1.0071,0.4434,1.4505,58.4728,-7.4463,19.5986,7.57
2018-04-18,155.19,157.12,154.575,155.95,3087056.0,-1.3697,0.0028,1.3725,58.9296,-6.1353,20.9427,10.77
2018-04-17,153.34,155.54,153.01,153.31,3817178.0,-1.7129,-0.5851,1.1278,55.522,-12.7501,22.2103,8.25
2018-04-16,151.74,153.42,150.28,152.14,3055572.0,-1.9948,-1.0581,0.9367,53.9497,-8.3279,23.8375,8.25
2018-04-13,151.75,152.91,148.99,150.23,3603249.0,-2.229,-1.5274,0.7016,51.3422,-18.035,24.9866,2.85
2018-04-12,147.64,151.155,147.64,150.14,3957996.0,-2.4044,-1.9096,0.4948,51.2213,-7.7451,26.0764,4.98
2018-04-11,146.68,148.35,146.32,146.79,3218872.0,-2.5281,-2.3605,0.1676,46.6408,-43.4304,26.7409,-0.2
