Date,Open,High,Low,Close,Volume,Sentiment,Label,,Date,Sentiment
11/27/15,118.29,118.41,117.6,117.81,13046445,1.326,1,,9/16/16,1.326
11/25/15,119.21,119.23,117.92,118.03,21388308,0.773,0,,9/15/16,0.773
11/24/15,117.33,119.35,117.12,118.88,42803172,0.25,0,,9/14/16,0.25
11/23/15,119.27,119.73,117.34,117.75,32482528,0.345,1,,9/13/16,0.345
11/20/15,119.2,119.92,118.85,119.3,34287096,-1.164,0,,9/12/16,-1.164
11/19/15,117.64,119.75,116.76,118.78,43295820,1.571,0,,9/11/16,1.571
11/18/15,115.76,117.49,115.5,117.29,46674697,0.054,0,,9/10/16,0.054
11/17/15,114.92,115.05,113.32,113.69,27583101,-1.15,1,,9/9/16,-1.15
11/16/15,111.38,114.24,111,114.175,38106701,0.698,0,,9/8/16,0.698
11/13/15,115.2,115.57,112.27,112.34,45812403,1.161,0,,9/7/16,1.161
11/12/15,116.26,116.82,115.65,115.72,32525579,0.407,1,,9/6/16,0.407
11/11/15,116.37,117.42,115.21,116.11,45217971,0.143,0,,9/5/16,0.143
11/10/15,116.9,118.07,116.061,116.77,59127931,1.154,0,,9/4/16,1.154
11/9/15,120.96,121.81,120.05,120.57,33871405,0.219,1,,9/3/16,0.219
11/6/15,121.11,121.81,120.62,121.06,33042283,-1.634,1,,9/2/16,-1.634
11/5/15,121.85,122.69,120.18,120.92,39552680,0.198,0,,9/1/16,0.198
11/4/15,123.13,123.82,121.62,122,44886050,0.6,0,,8/31/16,0.6
11/3/15,120.79,123.49,120.7,122.57,45518976,0.2,0,,8/30/16,0.2
11/2/15,119.87,121.36,119.61,121.18,32203267,-1.305,1,,8/29/16,-1.305
10/30/15,120.99,121.22,119.45,119.5,49365254,-1,0,,8/28/16,-1
10/29/15,118.7,120.69,118.27,120.53,51227334,-1.231,0,,8/27/16,-1.231
10/28/15,116.93,119.3,116.06,119.27,85551352,-1.116,0,,8/26/16,-1.116
10/27/15,115.4,116.54,113.99,114.55,69884400,-1,1,,8/25/16,-1
10/26/15,118.08,118.13,114.92,115.28,66333781,2.038,1,,8/24/16,2.038
10/23/15,116.7,119.228,116.33,119.08,59366914,1.372,1,,8/23/16,1.372
10/22/15,114.33,115.5,114.1,115.5,41654089,0.316,1,,8/22/16,0.316
10/21/15,114,115.58,113.7,113.76,42326974,1.222,0,,8/21/16,1.222
10/20/15,111.34,114.17,110.82,113.77,48967763,1.5,0,,8/20/16,1.5
10/19/15,110.8,111.75,110.11,111.73,29759153,1.848,1,,8/19/16,1.848
10/16/15,111.78,112,110.53,111.04,39232609,-1.125,0,,8/18/16,-1.125
10/15/15,110.93,112.1,110.49,111.86,37673452,0.343,1,,8/17/16,0.343
10/14/15,111.29,111.52,109.56,110.21,44462449,0.159,0,,8/16/16,0.159
10/13/15,110.82,112.45,110.68,111.79,33049256,1.519,1,,8/15/16,1.519
10/12/15,112.73,112.75,111.44,111.6,30467204,1,1,,8/14/16,1
10/9/15,110,112.28,109.49,112.12,52766140,0.333,0,,8/13/16,0.333
10/8/15,110.19,110.19,108.21,109.5,61979577,0.5,0,,8/12/16,0.5
10/7/15,111.74,111.77,109.41,110.78,46765550,0.515,1,,8/11/16,0.515
10/6/15,110.63,111.74,109.765,111.31,48856977,0.24,0,,8/10/16,0.24
10/5/15,109.88,111.3698,109.07,110.78,52064743,0.333,0,,8/9/16,0.333
10/2/15,108.01,111.0136,107.55,110.38,58019758,0.821,0,,8/8/16,0.821
10/1/15,109.07,109.62,107.31,109.58,63929100,0,0,,8/7/16,0
9/30/15,110.17,111.54,108.73,109.95,65041596,0,0,,8/6/16,0
9/29/15,112.83,113.51,107.86,109.06,73365384,-1.429,0,,8/5/16,-1.429
9/28/15,113.85,114.57,112.44,112.44,50782189,0.955,1,,8/4/16,0.955
9/25/15,116.44,116.69,114.02,114.71,56151926,1.065,0,,8/3/16,1.065
9/24/15,113.25,115.5,112.37,115,50219475,0.28,1,,8/2/16,0.28
9/23/15,113.63,114.72,113.3,114.32,35756716,-1.239,1,,8/1/16,-1.239
9/22/15,113.38,114.18,112.5201,113.4,50346159,0.571,0,,7/31/16,0.571
9/21/15,113.67,115.37,113.66,115.21,50221965,1.5,1,,7/30/16,1.5
9/18/15,112.21,114.3,111.87,113.45,74285291,1.143,0,,7/29/16,1.143
9/17/15,115.66,116.49,113.715,113.92,64112641,1.2,1,,7/28/16,1.2
9/16/15,116.25,116.54,115.44,116.41,37173489,1.075,1,,7/27/16,1.075
9/15/15,115.93,116.53,114.42,116.28,43341155,0.3,0,,7/26/16,0.3
9/14/15,116.58,116.89,114.86,115.31,58363431,0.868,0,,7/25/16,0.868
9/11/15,111.79,114.21,111.76,114.21,49915473,0.2,1,,7/24/16,0.2
9/10/15,110.27,113.2825,109.9,112.57,62892831,1.182,0,,7/23/16,1.182
9/9/15,113.76,114.02,109.77,110.15,85010804,0.526,0,,7/22/16,0.526
9/8/15,111.65,112.56,110.32,112.31,54843626,0.806,1,,7/21/16,0.806
9/4/15,108.97,110.45,108.51,109.27,49996311,0.938,1,,7/20/16,0.938
9/3/15,112.49,112.78,110.04,110.37,53233940,-1.429,0,,7/19/16,-1.429
9/2/15,110,112.34,109.131,112.34,61888812,0.703,0,,7/18/16,0.703
9/1/15,110.18,111.88,107.36,107.72,76845860,0.625,0,,7/17/16,0.625
8/31/15,112.13,114.53,112,112.76,56229271,0.583,1,,7/16/16,0.583
8/28/15,112.17,113.31,111.54,113.29,53164407,0.719,1,,7/15/16,0.719
8/27/15,112.25,113.24,110.02,112.92,84616056,1.073,0,,7/14/16,1.073
8/26/15,107.085,109.89,105.05,109.69,96774611,0.032,0,,7/13/16,0.032
8/25/15,111.11,111.11,103.5,103.74,103601599,0.643,0,,7/12/16,0.643
8/24/15,94.87,108.8,92,103.12,162206292,0.966,0,,7/11/16,0.966
8/21/15,110.43,111.9,105.645,105.76,128275471,1.4,1,,7/10/16,1.4
8/20/15,114.08,114.35,111.63,112.65,68501622,0.667,1,,7/9/16,0.667
8/19/15,116.1,116.52,114.68,115.01,48286510,1.167,1,,7/8/16,1.167
8/18/15,116.43,117.44,116.01,116.5,34560708,2.385,1,,7/7/16,2.385
8/17/15,116.04,117.65,115.5,117.16,40884745,0.257,0,,7/6/16,0.257
8/14/15,114.32,116.31,114.01,115.96,42929516,1.641,0,,7/5/16,1.641
8/13/15,116.04,116.4,114.54,115.15,48535789,1.286,0,,7/4/16,1.286
8/12/15,112.53,115.42,109.63,115.24,101685610,0.375,0,,7/3/16,0.375
8/11/15,117.81,118.18,113.33,113.49,97082814,-1.882,1,,7/2/16,-1.882
8/10/15,116.53,119.99,116.53,119.72,54951597,0.906,1,,7/1/16,0.906
8/7/15,114.58,116.25,114.5,115.52,38670405,0.19,1,,6/30/16,0.19
8/6/15,115.97,116.5,114.115,115.13,52903040,0.533,0,,6/29/16,0.533
8/5/15,112.95,117.44,112.1,115.4,98384461,0.172,0,,6/28/16,0.172
8/4/15,117.42,117.7,113.25,114.64,124138623,0.769,0,,6/27/16,0.769
8/3/15,121.5,122.57,117.52,118.44,69975968,2.2,1,,6/26/16,2.2
7/31/15,122.6,122.6425,120.91,121.3,42884953,-1.818,1,,6/25/16,-1.818
7/30/15,122.32,122.5699,121.71,122.37,33628268,-1.773,1,,6/24/16,-1.773
7/29/15,123.15,123.5,122.27,122.99,37011653,0.265,0,,6/23/16,0.265
7/28/15,123.38,123.91,122.55,123.38,33618097,0.344,1,,6/22/16,0.344
7/27/15,123.09,123.61,122.12,122.77,44455540,0.857,0,,6/21/16,0.857
7/24/15,125.32,125.74,123.9,124.5,42162332,0.864,1,,6/20/16,0.864
7/23/15,126.2,127.09,125.06,125.16,50999452,1.167,0,,6/19/16,1.167
7/22/15,121.99,125.5,121.99,125.22,115450607,0.174,0,,6/18/16,0.174
7/21/15,132.85,132.92,130.32,130.75,76756427,-1.732,1,,6/17/16,-1.732
7/20/15,130.97,132.97,130.7,132.07,58900203,0.2,1,,6/16/16,0.2
7/17/15,129.08,129.62,128.31,129.62,46164710,1.405,1,,6/15/16,1.405
7/16/15,127.74,128.57,127.35,128.51,36222447,1.882,1,,6/14/16,1.882
7/15/15,125.72,127.15,125.58,126.82,33649200,1.514,1,,6/13/16,1.514
7/14/15,126.04,126.37,125.04,125.61,31768139,0.6,1,,6/12/16,0.6
7/13/15,125.03,125.755,124.32,125.66,41440538,0.444,0,,6/11/16,0.444
7/10/15,121.94,123.85,121.21,123.28,61354474,1.413,0,,6/10/16,1.413
7/9/15,123.85,124.06,119.22,120.07,78595038,-1.217,0,,6/9/16,-1.217
7/8/15,124.48,124.64,122.54,122.57,60761614,1.133,1,,6/8/16,1.133
7/7/15,125.89,126.15,123.77,125.69,46946811,1.256,1,,6/7/16,1.256
7/6/15,124.94,126.23,124.85,126,28060431,0.105,1,,6/6/16,0.105
7/2/15,126.43,126.69,125.77,126.44,27210952,-1,1,,6/5/16,-1
7/1/15,126.9,126.94,125.99,126.6,30238811,0.25,0,,6/4/16,0.25
6/30/15,125.57,126.12,124.86,125.425,44370682,0.772,0,,6/3/16,0.772
6/29/15,125.46,126.47,124.48,124.53,49161427,0.843,0,,6/2/16,0.843
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
